Accession	Organism	Kingdom	Sequence length	SP cleavage	N-term transmembrane
Q92565	Homo sapiens	Metazoa	580		False
Q9SW31	Arabidopsis thaliana	Viridiplantae	157		False
P34909	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	587		False
F4JZC2	Arabidopsis thaliana	Viridiplantae	680		False
Q9C108	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	163		False
Q9SV15	Arabidopsis thaliana	Viridiplantae	325		False
Q9BU64	Homo sapiens	Metazoa	300		False
G1XJN1	Arthrobotrys oligospora (strain ATCC 24927 / CBS 115.81 / DSM 1491)	Fungi	401		True
Q8N2I9	Homo sapiens	Metazoa	435		False
Q12333	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	620		True
P47045	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	478		True
Q03790	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	475		False
Q8VYU8	Arabidopsis thaliana	Viridiplantae	396		False
Q9V3H8	Drosophila melanogaster	Metazoa	133		False
Q94234	Caenorhabditis elegans	Metazoa	204		False
P38710	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295		False
O74808	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1238		False
Q9R226	Mus musculus	Metazoa	346		False
Q56NI9	Homo sapiens	Metazoa	601		False
P53983	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	676		True
O70433	Mus musculus	Metazoa	279		False
O15360	Homo sapiens	Metazoa	1455		False
O42636	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	278		False
Q12204	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	715		False
Q94A03	Arabidopsis thaliana	Viridiplantae	391		False
Q9NZH6	Homo sapiens	Metazoa	218		False
Q12338	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	110		False
Q12089	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	606		False
Q4ADV7	Homo sapiens	Metazoa	1423		False
O35094	Rattus norvegicus	Metazoa	453		False
O00257	Homo sapiens	Metazoa	560		False
Q4VC44	Homo sapiens	Metazoa	716		False
P41046	Drosophila melanogaster	Metazoa	550		False
P46310	Arabidopsis thaliana	Viridiplantae	446		False
Q9LDD5	Arabidopsis thaliana	Viridiplantae	373		False
O13898	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	893		True
Q60560	Mesocricetus auratus	Metazoa	989		False
Q6PCP7	Mus musculus	Metazoa	798		True
Q60817	Mus musculus	Metazoa	215		False
Q8BJQ4	Mus musculus	Metazoa	232		False
Q9H0C3	Homo sapiens	Metazoa	514		True
P27895	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1000		False
P51959	Homo sapiens	Metazoa	295		False
Q42687	Chlamydomonas reinhardtii	Viridiplantae	219		False
Q9C6T1	Arabidopsis thaliana	Viridiplantae	505		False
Q9D030	Mus musculus	Metazoa	160		False
P14866	Homo sapiens	Metazoa	589		False
P93740	Arabidopsis thaliana	Viridiplantae	280		False
Q1K7P9	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	140		False
Q4WN10	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	575		False
Q8C0V1	Mus musculus	Metazoa	768		False
Q6NPS8	Arabidopsis thaliana	Viridiplantae	623		False
Q3T9M1	Mus musculus	Metazoa	494		False
Q96LI6	Homo sapiens	Metazoa	401		False
P20290	Homo sapiens	Metazoa	206		False
Q6PB66	Mus musculus	Metazoa	1392		False
O46411	Bos taurus	Metazoa	560		False
P0DJH6	Gallus gallus	Metazoa	76		False
A9JRD8	Danio rerio	Metazoa	540		False
O74462	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	452		False
Q9BZF1	Homo sapiens	Metazoa	889		False
Q8N2H3	Homo sapiens	Metazoa	581		False
O60239	Homo sapiens	Metazoa	455		False
W8JWV8	Catharanthus roseus	Viridiplantae	378		False
Q923B3	Mus musculus	Metazoa	828		False
O15743	Dictyostelium discoideum	Other	975		False
Q9USY4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	527		False
P0C6T3	Rattus norvegicus	Metazoa	269		True
Q9QVP9	Mus musculus	Metazoa	1009		False
Q8C624	Mus musculus	Metazoa	132		False
P47002	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	699		False
O74433	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	67		True
Q27934	Drosophila melanogaster	Metazoa	400		False
Q9Y2Y6	Homo sapiens	Metazoa	226		True
Q9SZ15	Arabidopsis thaliana	Viridiplantae	421		False
O75695	Homo sapiens	Metazoa	350		False
P38127	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	377		True
P38237	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	781		False
Q9H9P8	Homo sapiens	Metazoa	463		False
Q94K73	Arabidopsis thaliana	Viridiplantae	429		False
Q6P6J4	Mus musculus	Metazoa	239		False
P48437	Mus musculus	Metazoa	737		False
Q9SY69	Arabidopsis thaliana	Viridiplantae	913		False
Q5TGZ0	Homo sapiens	Metazoa	78		True
P57728	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	148		False
Q9NYY8	Homo sapiens	Metazoa	710		False
Q99K24	Mus musculus	Metazoa	317		True
Q9FJH5	Arabidopsis thaliana	Viridiplantae	283		False
Q9JHR9	Mus musculus	Metazoa	270		False
P40993	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	198		False
Q80T11	Mus musculus	Metazoa	461		False
P17677	Homo sapiens	Metazoa	238		False
O70572	Mus musculus	Metazoa	419		False
A0A7J6K629	Toxoplasma gondii	Other	547		True
Q8WVM0	Homo sapiens	Metazoa	346		False
Q18919	Caenorhabditis elegans	Metazoa	558		False
Q9NUQ9	Homo sapiens	Metazoa	324		False
O95721	Homo sapiens	Metazoa	258		False
P42838	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	414		True
Q8IZY2	Homo sapiens	Metazoa	2146		True
Q60676	Mus musculus	Metazoa	499		False
Q3E747	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	85		False
P38872	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	237		False
Q04052	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	950		False
Q8NDD1	Homo sapiens	Metazoa	293		False
Q9Y3C4	Homo sapiens	Metazoa	175		False
O62090	Caenorhabditis elegans	Metazoa	586		False
P60323	Homo sapiens	Metazoa	173		False
Q91VD9	Mus musculus	Metazoa	727		False
Q9Z0X1	Mus musculus	Metazoa	612		False
Q12359	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	275		True
P17890	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	251		False
F4K3G5	Arabidopsis thaliana	Viridiplantae	1297		False
Q01448	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	625		False
Q9XI19	Arabidopsis thaliana	Viridiplantae	328		False
Q9LZA6	Arabidopsis thaliana	Viridiplantae	825		False
Q06494	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	345		False
P38257	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	691		False
A9LNK9	Arabidopsis thaliana	Viridiplantae	631		False
Q76FK4	Homo sapiens	Metazoa	1167		False
Q02080	Homo sapiens	Metazoa	365		False
Q66HC5	Rattus norvegicus	Metazoa	819		False
Q8K337	Mus musculus	Metazoa	993		False
O59740	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	522		False
O00625	Homo sapiens	Metazoa	290		False
P51808	Homo sapiens	Metazoa	116		False
Q9Y244	Homo sapiens	Metazoa	141		False
B0XTT5	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10)	Fungi	247		False
Q9XIB5	Arabidopsis thaliana	Viridiplantae	226		False
Q9D5V6	Mus musculus	Metazoa	365		False
Q75GR5	Oryza sativa subsp. japonica	Viridiplantae	281		False
Q10B19	Oryza sativa subsp. japonica	Viridiplantae	250		False
Q940M2	Arabidopsis thaliana	Viridiplantae	476		False
Q9D6J6	Mus musculus	Metazoa	248		False
Q23529	Caenorhabditis elegans	Metazoa	777		False
P39001	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	836		False
Q9CQT7	Mus musculus	Metazoa	168		False
O44498	Caenorhabditis elegans	Metazoa	1623		False
Q9H9P5	Homo sapiens	Metazoa	680		False
Q9ZV08	Arabidopsis thaliana	Viridiplantae	291		False
P53139	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	140		False
Q12032	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	185		False
Q01892	Homo sapiens	Metazoa	262		False
Q8C206	Mus musculus	Metazoa	330		True
P51557	Mus musculus	Metazoa	284		False
P40073	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	367		True
O74504	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	791		False
Q05344	Drosophila melanogaster	Metazoa	723		False
P43565	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1770		False
Q67UR2	Oryza sativa subsp. japonica	Viridiplantae	419		False
P53327	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1967		False
A4D126	Homo sapiens	Metazoa	451		False
P0DI81	Homo sapiens	Metazoa	140		False
Q9VDE4	Drosophila melanogaster	Metazoa	286		False
Q67ZB6	Arabidopsis thaliana	Viridiplantae	462		False
Q95QD7	Caenorhabditis elegans	Metazoa	435		False
Q10067	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	690		False
Q8TD22	Homo sapiens	Metazoa	340		False
Q8BQP9	Mus musculus	Metazoa	257		False
P53810	Mus musculus	Metazoa	271		False
Q6K9U2	Oryza sativa subsp. japonica	Viridiplantae	279		False
Q4WF54	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	270		False
P78524	Homo sapiens	Metazoa	1137		False
Q9Z1A5	Rattus norvegicus	Metazoa	534		False
Q3E7A3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	74		True
P23724	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	241		False
P43079	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	656		False
P52891	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	726		False
Q9VLP7	Drosophila melanogaster	Metazoa	397		False
P63072	Mus musculus	Metazoa	162		False
Q96WW2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	383		False
O74792	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	515		False
Q12277	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	265		False
Q5T6F0	Homo sapiens	Metazoa	453		False
Q10414	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	561		False
Q9JLM4	Mus musculus	Metazoa	1370		False
Q95U54	Drosophila melanogaster	Metazoa	959		False
Q8BKA3	Mus musculus	Metazoa	608		False
Q96AQ6	Homo sapiens	Metazoa	731		False
H3BKT1	Mus musculus	Metazoa	185		False
Q12192	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	310		False
B6VQ60	Caenorhabditis elegans	Metazoa	612		False
P38271	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	328		False
Q9V463	Drosophila melanogaster	Metazoa	1365		False
P40508	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	320		True
P38170	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	754		False
Q07065	Homo sapiens	Metazoa	602		False
Q9VMD6	Drosophila melanogaster	Metazoa	659		False
Q64727	Mus musculus	Metazoa	1066		False
Q9VKM1	Drosophila melanogaster	Metazoa	843		False
Q9BV86	Homo sapiens	Metazoa	223		False
Q9LLY4	Brassica napus	Viridiplantae	344		False
E9PT37	Rattus norvegicus	Metazoa	1207		False
Q9BZC1	Homo sapiens	Metazoa	486		False
P28625	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	365		False
Q68FX6	Rattus norvegicus	Metazoa	390		False
Q9Y6N1	Homo sapiens	Metazoa	276		False
P92204	Drosophila melanogaster	Metazoa	280		False
P04840	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	283		False
B2AFA8	Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383)	Fungi	775		False
P08518	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1224		False
Q04264	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1277		False
Q9LW00	Arabidopsis thaliana	Viridiplantae	254		False
P83758	Danio rerio	Metazoa	448		False
P00973	Homo sapiens	Metazoa	400		False
Q6TAS3	Solanum lycopersicum	Viridiplantae	902		False
Q9HD15	Homo sapiens	Metazoa	224		False
Q9SCJ9	Arabidopsis thaliana	Viridiplantae	1067		False
O94561	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	195		False
Q12285	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	212		False
Q9D8H7	Mus musculus	Metazoa	521		False
Q5VZK9	Homo sapiens	Metazoa	1371		False
C0HM53	Populus euphratica	Viridiplantae	510		False
Q3ECR7	Arabidopsis thaliana	Viridiplantae	62		True
Q9BRD0	Homo sapiens	Metazoa	619		False
Q14669	Homo sapiens	Metazoa	1992		False
Q9USQ1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	960		False
Q9P0R6	Homo sapiens	Metazoa	139		False
Q2V2P9	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	66		True
Q04401	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133		False
P36163	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	345		True
Q8K3G9	Mus musculus	Metazoa	662		False
P06746	Homo sapiens	Metazoa	335		False
Q96NR3	Homo sapiens	Metazoa	888		True
P93788	Solanum tuberosum	Viridiplantae	198		False
Q9VPQ6	Drosophila melanogaster	Metazoa	1191		False
Q10362	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	859		False
Q9U7D5	Caenorhabditis elegans	Metazoa	611		True
Q6XR72	Homo sapiens	Metazoa	485		True
Q9H6K1	Homo sapiens	Metazoa	298		False
Q95QW4	Caenorhabditis elegans	Metazoa	561		False
O43818	Homo sapiens	Metazoa	475		False
Q4W9R0	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	153		False
Q6W5P4	Homo sapiens	Metazoa	371		True
O94268	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	608		False
Q14978	Homo sapiens	Metazoa	699		False
P46963	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	296		False
Q13057	Homo sapiens	Metazoa	564		False
Q15714	Homo sapiens	Metazoa	1073		False
Q9H3L0	Homo sapiens	Metazoa	296		False
Q8TAX9	Homo sapiens	Metazoa	416		False
Q8S4F6	Arabidopsis thaliana	Viridiplantae	510		False
Q8WYQ3	Homo sapiens	Metazoa	142		False
P47175	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	358		False
P36159	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	838		False
Q8S9G8	Arabidopsis thaliana	Viridiplantae	801		False
A8WFJ9	Caenorhabditis elegans	Metazoa	437		False
Q9BT17	Homo sapiens	Metazoa	334		False
O97965	Ovis aries	Metazoa	110		False
Q9VJL6	Drosophila melanogaster	Metazoa	138		False
Q13309	Homo sapiens	Metazoa	424		False
Q06011	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	112		True
Q9ES40	Rattus norvegicus	Metazoa	188		True
P40382	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	444		False
Q8TF40	Homo sapiens	Metazoa	1166		False
Q1H537	Arabidopsis thaliana	Viridiplantae	417		False
Q8TEQ6	Homo sapiens	Metazoa	1508		False
Q76KJ5	Mus musculus	Metazoa	399		False
P38803	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	334		False
Q94C32	Arabidopsis thaliana	Viridiplantae	320		False
P08970	Drosophila melanogaster	Metazoa	941		False
A2AIL4	Mus musculus	Metazoa	333		False
P32318	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	326		False
Q1W6H9	Homo sapiens	Metazoa	321		False
P82649	Bos taurus	Metazoa	359		False
Q12179	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	454		False
F4IHS2	Arabidopsis thaliana	Viridiplantae	3574		False
P24813	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	409		False
Q5TB30	Homo sapiens	Metazoa	811		False
P21981	Mus musculus	Metazoa	686		False
Q07980	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	695		False
O14216	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	337		False
Q12952	Homo sapiens	Metazoa	345		False
Q8GUL2	Arabidopsis thaliana	Viridiplantae	958		False
Q9M2N5	Arabidopsis thaliana	Viridiplantae	696		False
Q9UQN3	Homo sapiens	Metazoa	213		False
Q9HD33	Homo sapiens	Metazoa	250		False
P78946	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	126		False
Q9H2D6	Homo sapiens	Metazoa	2365		False
Q9NVD7	Homo sapiens	Metazoa	372		False
Q9VGA4	Drosophila melanogaster	Metazoa	1169		False
O17286	Caenorhabditis elegans	Metazoa	403		False
Q07532	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	353		False
Q5RI15	Homo sapiens	Metazoa	118		True
Q9HGM8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	695		False
Q03201	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	203		False
Q84LK0	Arabidopsis thaliana	Viridiplantae	1118		False
P78508	Homo sapiens	Metazoa	379		True
Q08278	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	222		False
Q5U5Q3	Homo sapiens	Metazoa	659		False
P34241	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1764		False
A0A2K8FQU5	Catharanthus roseus	Viridiplantae	436		False
Q00597	Homo sapiens	Metazoa	558		False
Q94AH1	Arabidopsis thaliana	Viridiplantae	300		True
A6NDU8	Homo sapiens	Metazoa	294		False
Q5XVG3	Arabidopsis thaliana	Viridiplantae	287		False
Q14686	Homo sapiens	Metazoa	2063		False
P35817	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	686		False
Q9HAJ7	Homo sapiens	Metazoa	183		False
Q6DKI7	Homo sapiens	Metazoa	326		True
Q05779	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	260		False
Q12246	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	624		False
Q96QC0	Homo sapiens	Metazoa	940		False
Q9M219	Arabidopsis thaliana	Viridiplantae	558		False
Q12124	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	431		False
Q9NYV7	Homo sapiens	Metazoa	291		True
Q9M9Y4	Arabidopsis thaliana	Viridiplantae	421		False
Q9DB10	Mus musculus	Metazoa	107		True
O94993	Homo sapiens	Metazoa	753		False
Q6WNK7	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	96		False
Q96GE9	Homo sapiens	Metazoa	116		True
P35735	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	353		True
O75204	Homo sapiens	Metazoa	238		False
Q07794	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	436		False
A0A0N7KIY3	Oryza sativa subsp. japonica	Viridiplantae	352		False
O65370	Arabidopsis thaliana	Viridiplantae	138		False
Q08605	Drosophila melanogaster	Metazoa	581		False
Q9LW26	Arabidopsis thaliana	Viridiplantae	701		False
Q9MBA2	Arabidopsis thaliana	Viridiplantae	326		False
Q9Z0S4	Mus musculus	Metazoa	211		True
G5EGF8	Caenorhabditis elegans	Metazoa	354		False
Q41062	Pisum sativum	Viridiplantae	1011		False
P51810	Homo sapiens	Metazoa	404		True
Q9BU61	Homo sapiens	Metazoa	184		False
Q02772	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	108		False
Q149B8	Mus musculus	Metazoa	807		False
P19736	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	530		False
P20000	Bos taurus	Metazoa	520		False
Q05021	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	590		False
P32526	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	644		False
Q9P7N0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	392		False
P25038	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	676		False
K4CF70	Solanum lycopersicum	Viridiplantae	476		False
P07954	Homo sapiens	Metazoa	510		False
Q9FFH0	Arabidopsis thaliana	Viridiplantae	386		False
Q8BP40	Mus musculus	Metazoa	418		False
Q9Z2D7	Mus musculus	Metazoa	554		False
P46943	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	645		False
Q9H7Z3	Homo sapiens	Metazoa	1164		False
P15340	Gallus gallus	Metazoa	62		False
Q9LTR2	Arabidopsis thaliana	Viridiplantae	381		False
Q969F0	Homo sapiens	Metazoa	183		False
Q9NPF4	Homo sapiens	Metazoa	335		False
O14681	Homo sapiens	Metazoa	340		True
O74458	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1006		False
O43586	Homo sapiens	Metazoa	416		False
Q8VDW4	Mus musculus	Metazoa	151		False
Q8K136	Mus musculus	Metazoa	229		False
K7W9N9	Solanum lycopersicum	Viridiplantae	285		False
Q08553	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	188		False
Q8WVQ1	Homo sapiens	Metazoa	401		True
P26717	Homo sapiens	Metazoa	231		True
S0DPL8	Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831)	Fungi	389		False
O15068	Homo sapiens	Metazoa	1137		False
P92948	Arabidopsis thaliana	Viridiplantae	844		False
P40474	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	542		True
P36169	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	355		True
Q9SJH0	Arabidopsis thaliana	Viridiplantae	118		False
Q9HAI6	Homo sapiens	Metazoa	301		False
A2A884	Mus musculus	Metazoa	2348		False
P61581	Homo sapiens	Metazoa	75		False
Q8I2S0	Plasmodium falciparum (isolate 3D7)	Other	384		False
Q8W5B1	Arabidopsis thaliana	Viridiplantae	440		False
Q9LY23	Arabidopsis thaliana	Viridiplantae	286		False
O13855	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	455		False
C4R4G9	Komagataella phaffii (strain GS115 / ATCC 20864)	Fungi	344		False
Q9C0C9	Homo sapiens	Metazoa	1292		False
F4KCE9	Arabidopsis thaliana	Viridiplantae	598		False
Q3MK94	Arabidopsis thaliana	Viridiplantae	428		False
P35658	Homo sapiens	Metazoa	2090		False
P87052	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	344		False
P38687	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	599		False
P40547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	921		False
Q9UK76	Homo sapiens	Metazoa	154		False
Q9WVH3	Mus musculus	Metazoa	505		False
Q9SZR9	Arabidopsis thaliana	Viridiplantae	638		False
P04553	Homo sapiens	Metazoa	51		False
Q8I566	Plasmodium falciparum (isolate 3D7)	Other	442		False
Q9Y275	Homo sapiens	Metazoa	285		True
Q96QA5	Homo sapiens	Metazoa	445		False
Q9Y5X3	Homo sapiens	Metazoa	404		False
Q2NL27	Bos taurus	Metazoa	190		False
Q7JXA8	Drosophila melanogaster	Metazoa	418		False
Q3TYA6	Mus musculus	Metazoa	858		False
Q3EBQ3	Arabidopsis thaliana	Viridiplantae	807		False
Q9LPZ4	Arabidopsis thaliana	Viridiplantae	204		False
A5A6S6	Oryctolagus cuniculus	Metazoa	295		True
Q80XL6	Mus musculus	Metazoa	779		False
P40535	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	587		False
Q57X81	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	1077		False
