Accession	Organism	Kingdom	Sequence length	SP cleavage	label	N-term transmembrane	fold
Q6DKI7	Homo sapiens	Metazoa	326		0	TRUE	4
Q05779	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	260		0	FALSE	2
Q12246	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	624		0	FALSE	3
Q96QC0	Homo sapiens	Metazoa	940		0	FALSE	3
Q9M219	Arabidopsis thaliana	Viridiplantae	558		0	FALSE	2
Q12124	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	431		0	FALSE	3
Q9NYV7	Homo sapiens	Metazoa	291		0	TRUE	0
Q9M9Y4	Arabidopsis thaliana	Viridiplantae	421		0	FALSE	4
Q9DB10	Mus musculus	Metazoa	107		0	TRUE	1
O94993	Homo sapiens	Metazoa	753		0	FALSE	4
Q6WNK7	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	96		0	FALSE	3
Q96GE9	Homo sapiens	Metazoa	116		0	TRUE	0
P35735	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	353		0	TRUE	0
O75204	Homo sapiens	Metazoa	238		0	FALSE	3
Q07794	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	436		0	FALSE	2
A0A0N7KIY3	Oryza sativa subsp. japonica	Viridiplantae	352		0	FALSE	3
O65370	Arabidopsis thaliana	Viridiplantae	138		0	FALSE	3
Q08605	Drosophila melanogaster	Metazoa	581		0	FALSE	3
Q9LW26	Arabidopsis thaliana	Viridiplantae	701		0	FALSE	2
Q9MBA2	Arabidopsis thaliana	Viridiplantae	326		0	FALSE	0
Q9Z0S4	Mus musculus	Metazoa	211		0	TRUE	1
G5EGF8	Caenorhabditis elegans	Metazoa	354		0	FALSE	0
Q41062	Pisum sativum	Viridiplantae	1011		0	FALSE	2
P51810	Homo sapiens	Metazoa	404		0	TRUE	2
Q9BU61	Homo sapiens	Metazoa	184		0	FALSE	4
Q02772	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	108		0	FALSE	0
Q149B8	Mus musculus	Metazoa	807		0	FALSE	2
P19736	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	530		0	FALSE	3
P20000	Bos taurus	Metazoa	520		0	FALSE	3
Q05021	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	590		0	FALSE	4
P32526	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	644		0	FALSE	4
Q9P7N0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	392		0	FALSE	0
P25038	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	676		0	FALSE	3
K4CF70	Solanum lycopersicum	Viridiplantae	476		0	FALSE	3
P07954	Homo sapiens	Metazoa	510		0	FALSE	3
Q9FFH0	Arabidopsis thaliana	Viridiplantae	386		0	FALSE	1
Q8BP40	Mus musculus	Metazoa	418		0	FALSE	0
Q9Z2D7	Mus musculus	Metazoa	554		0	FALSE	1
P46943	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	645		0	FALSE	2
Q9H7Z3	Homo sapiens	Metazoa	1164		0	FALSE	3
P15340	Gallus gallus	Metazoa	62		0	FALSE	0
Q9LTR2	Arabidopsis thaliana	Viridiplantae	381		0	FALSE	3
Q969F0	Homo sapiens	Metazoa	183		0	FALSE	0
Q9NPF4	Homo sapiens	Metazoa	335		0	FALSE	0
O14681	Homo sapiens	Metazoa	340		0	TRUE	0
O74458	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1006		0	FALSE	0
O43586	Homo sapiens	Metazoa	416		0	FALSE	0
Q8VDW4	Mus musculus	Metazoa	151		0	FALSE	3
Q8K136	Mus musculus	Metazoa	229		0	FALSE	3
K7W9N9	Solanum lycopersicum	Viridiplantae	285		0	FALSE	4
Q08553	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	188		0	FALSE	3
Q8WVQ1	Homo sapiens	Metazoa	401		0	TRUE	4
P26717	Homo sapiens	Metazoa	231		0	TRUE	3
S0DPL8	Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831)	Fungi	389		0	FALSE	2
O15068	Homo sapiens	Metazoa	1137		0	FALSE	0
P92948	Arabidopsis thaliana	Viridiplantae	844		0	FALSE	4
P40474	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	542		0	TRUE	4
P36169	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	355		0	TRUE	2
Q9SJH0	Arabidopsis thaliana	Viridiplantae	118		0	FALSE	1
Q9HAI6	Homo sapiens	Metazoa	301		0	FALSE	3
A2A884	Mus musculus	Metazoa	2348		0	FALSE	1
P61581	Homo sapiens	Metazoa	75		0	FALSE	4
Q8I2S0	Plasmodium falciparum (isolate 3D7)	Other	384		0	FALSE	0
Q8W5B1	Arabidopsis thaliana	Viridiplantae	440		0	FALSE	4
Q9LY23	Arabidopsis thaliana	Viridiplantae	286		0	FALSE	1
O13855	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	455		0	FALSE	3
C4R4G9	Komagataella phaffii (strain GS115 / ATCC 20864)	Fungi	344		0	FALSE	1
Q9C0C9	Homo sapiens	Metazoa	1292		0	FALSE	0
F4KCE9	Arabidopsis thaliana	Viridiplantae	598		0	FALSE	1
Q3MK94	Arabidopsis thaliana	Viridiplantae	428		0	FALSE	0
P35658	Homo sapiens	Metazoa	2090		0	FALSE	3
P87052	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	344		0	FALSE	2
P38687	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	599		0	FALSE	1
P40547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	921		0	FALSE	3
Q9UK76	Homo sapiens	Metazoa	154		0	FALSE	3
Q9WVH3	Mus musculus	Metazoa	505		0	FALSE	1
Q9SZR9	Arabidopsis thaliana	Viridiplantae	638		0	FALSE	3
P04553	Homo sapiens	Metazoa	51		0	FALSE	1
Q8I566	Plasmodium falciparum (isolate 3D7)	Other	442		0	FALSE	4
Q9Y275	Homo sapiens	Metazoa	285		0	TRUE	3
Q96QA5	Homo sapiens	Metazoa	445		0	FALSE	1
Q9Y5X3	Homo sapiens	Metazoa	404		0	FALSE	4
Q2NL27	Bos taurus	Metazoa	190		0	FALSE	3
Q7JXA8	Drosophila melanogaster	Metazoa	418		0	FALSE	3
Q3TYA6	Mus musculus	Metazoa	858		0	FALSE	4
Q3EBQ3	Arabidopsis thaliana	Viridiplantae	807		0	FALSE	0
Q9LPZ4	Arabidopsis thaliana	Viridiplantae	204		0	FALSE	4
A5A6S6	Oryctolagus cuniculus	Metazoa	295		0	TRUE	0
Q80XL6	Mus musculus	Metazoa	779		0	FALSE	0
P40535	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	587		0	FALSE	4
Q57X81	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	1077		0	FALSE	4
P21359	Homo sapiens	Metazoa	2839		0	FALSE	4
Q9M3I4	Spinacia oleracea	Viridiplantae	90		0	FALSE	2
Q8WXG6	Homo sapiens	Metazoa	1647		0	FALSE	3
P22469	Drosophila melanogaster	Metazoa	90		0	FALSE	2
Q920G9	Mus musculus	Metazoa	524		0	FALSE	2
Q9LTW4	Arabidopsis thaliana	Viridiplantae	461		0	FALSE	2
Q0DUR2	Oryza sativa subsp. japonica	Viridiplantae	92		0	FALSE	4
Q9C900	Arabidopsis thaliana	Viridiplantae	193		0	FALSE	0
O94851	Homo sapiens	Metazoa	1957		0	FALSE	4
Q42545	Arabidopsis thaliana	Viridiplantae	433		0	FALSE	3
G5EG44	Caenorhabditis elegans	Metazoa	281		0	FALSE	0
P50077	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2039		0	FALSE	1
P25043	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	261		0	FALSE	1
O95847	Homo sapiens	Metazoa	323		0	TRUE	1
P46951	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	817		0	FALSE	3
Q5VWP2	Homo sapiens	Metazoa	391		0	FALSE	3
Q9BZL6	Homo sapiens	Metazoa	878		0	FALSE	2
Q9NSP4	Homo sapiens	Metazoa	180		0	FALSE	1
Q8W3L1	Arabidopsis thaliana	Viridiplantae	483		0	FALSE	4
Q9NYK5	Homo sapiens	Metazoa	338		0	FALSE	1
P41005	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	101		0	FALSE	0
J9VP29	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	331		0	FALSE	1
Q7TQK0	Mus musculus	Metazoa	723		0	FALSE	3
Q9SEL5	Arabidopsis thaliana	Viridiplantae	222		0	FALSE	0
Q9V4Z9	Drosophila melanogaster	Metazoa	858		0	FALSE	1
O74465	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	999		0	FALSE	1
Q0WNP3	Arabidopsis thaliana	Viridiplantae	617		0	FALSE	2
Q08874	Mus musculus	Metazoa	526		0	FALSE	0
Q8NI37	Homo sapiens	Metazoa	304		0	FALSE	3
Q9SSW0	Arabidopsis thaliana	Viridiplantae	193		0	FALSE	2
V5IM60	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	59		0	FALSE	0
Q8N328	Homo sapiens	Metazoa	593		0	FALSE	3
Q17895	Caenorhabditis elegans	Metazoa	249		0	FALSE	2
Q99M04	Mus musculus	Metazoa	373		0	FALSE	3
Q8NG31	Homo sapiens	Metazoa	2342		0	FALSE	1
B7Z0X7	Drosophila melanogaster	Metazoa	61		0	TRUE	1
O22920	Arabidopsis thaliana	Viridiplantae	831		0	TRUE	1
Q1MTR4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	424		0	FALSE	2
P27882	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	189		0	FALSE	2
Q337M4	Oryza sativa subsp. japonica	Viridiplantae	364		0	FALSE	0
Q9HB71	Homo sapiens	Metazoa	228		0	FALSE	0
P22035	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	811		0	FALSE	1
Q9FMV1	Arabidopsis thaliana	Viridiplantae	252		0	FALSE	4
P79071	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	195		0	FALSE	2
Q8I397	Plasmodium falciparum (isolate 3D7)	Other	1199		0	TRUE	4
P26434	Rattus norvegicus	Metazoa	717		0	FALSE	2
Q9USZ4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	251		0	FALSE	3
Q6LA54	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	933		0	FALSE	3
P53167	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	370		0	FALSE	1
P32342	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	167		0	FALSE	1
Q09094	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	180		0	FALSE	4
Q9WVC7	Rattus norvegicus	Metazoa	2314		0	FALSE	0
Q16540	Homo sapiens	Metazoa	153		0	FALSE	3
P09925	Mus musculus	Metazoa	306		0	TRUE	0
Q9D945	Mus musculus	Metazoa	130		0	FALSE	4
Q91YT7	Mus musculus	Metazoa	579		0	FALSE	3
Q80XX4	Rattus norvegicus	Metazoa	82		0	FALSE	4
O74910	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	638		0	FALSE	4
F4HU58	Arabidopsis thaliana	Viridiplantae	420		0	FALSE	4
O74880	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	360		0	FALSE	3
Q8IRB5	Drosophila melanogaster	Metazoa	1465		0	FALSE	3
P08740	Chlamydomonas reinhardtii	Viridiplantae	382		0	TRUE	3
Q12107	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	265		0	FALSE	2
Q9LXF3	Arabidopsis thaliana	Viridiplantae	187		0	TRUE	2
Q9Y7Q6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	147		0	FALSE	3
Q9SPI9	Chlamydomonas reinhardtii	Viridiplantae	115		0	TRUE	3
Q9H1Z4	Homo sapiens	Metazoa	485		0	FALSE	4
P38890	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	526		0	FALSE	3
P22516	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	861		0	FALSE	3
P59103	Homo sapiens	Metazoa	153		0	FALSE	1
Q9JLR5	Mus musculus	Metazoa	209		0	FALSE	4
P32103	Euplotes eurystomus	Other	135		0	FALSE	2
Q5XJV7	Mus musculus	Metazoa	1441		0	FALSE	2
Q04149	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	632		0	FALSE	3
Q8W487	Arabidopsis thaliana	Viridiplantae	250		0	FALSE	2
Q8CEG8	Mus musculus	Metazoa	438		0	FALSE	4
P24311	Homo sapiens	Metazoa	80		0	TRUE	0
Q3U9N9	Mus musculus	Metazoa	512		0	TRUE	2
Q9EQ10	Rattus norvegicus	Metazoa	573		0	FALSE	1
Q62261	Mus musculus	Metazoa	2363		0	FALSE	3
Q8BWT5	Mus musculus	Metazoa	1523		0	FALSE	3
G5EGK5	Caenorhabditis elegans	Metazoa	928		0	FALSE	1
Q4V8P4	Rattus norvegicus	Metazoa	168		0	FALSE	2
Q9BVL4	Homo sapiens	Metazoa	669		0	FALSE	4
Q24119	Drosophila melanogaster	Metazoa	1022		0	FALSE	3
Q12497	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	93		0	FALSE	4
Q66PJ3	Homo sapiens	Metazoa	237		0	FALSE	4
O94423	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	421		0	FALSE	0
Q99JS0	Mus musculus	Metazoa	100		0	TRUE	1
Q6PR54	Mus musculus	Metazoa	2419		0	FALSE	3
P53895	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	289		0	FALSE	4
P28803	Spinacia oleracea	Viridiplantae	128		0	FALSE	4
A1XBS5	Homo sapiens	Metazoa	289		0	FALSE	2
O13978	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	184		0	FALSE	0
P53867	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	494		0	FALSE	1
P41318	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	303		0	FALSE	0
Q84VZ1	Arabidopsis thaliana	Viridiplantae	245		0	FALSE	1
A0A286YD83	Mus musculus	Metazoa	63		0	TRUE	1
Q8NF50	Homo sapiens	Metazoa	2099		0	FALSE	4
Q9JJR2	Mus musculus	Metazoa	179		0	FALSE	2
Q6UWS5	Homo sapiens	Metazoa	81		0	FALSE	2
O55227	Rattus norvegicus	Metazoa	259		0	TRUE	0
Q9XIK0	Arabidopsis thaliana	Viridiplantae	179		0	FALSE	1
Q9V3Z1	Drosophila melanogaster	Metazoa	484		0	FALSE	3
Q6K881	Oryza sativa subsp. japonica	Viridiplantae	565		0	FALSE	4
Q60EC2	Oryza sativa subsp. japonica	Viridiplantae	261		0	TRUE	0
O15304	Homo sapiens	Metazoa	175		0	FALSE	1
Q9H8E8	Homo sapiens	Metazoa	782		0	FALSE	0
O94670	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	273		0	FALSE	1
Q96KR7	Homo sapiens	Metazoa	559		0	FALSE	3
Q8BFX3	Mus musculus	Metazoa	815		0	FALSE	4
P25621	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	512		0	TRUE	1
P32944	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	819		0	FALSE	2
Q9ZVJ3	Arabidopsis thaliana	Viridiplantae	550		0	FALSE	2
O42855	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	303		0	FALSE	2
C7AJA4	Trypanosoma brucei brucei	Other	406		0	FALSE	3
Q01726	Homo sapiens	Metazoa	317		0	TRUE	4
Q9Z158	Rattus norvegicus	Metazoa	301		0	FALSE	3
Q7YUD6	Plasmodium falciparum	Other	669		0	TRUE	3
Q9LDY5	Arabidopsis thaliana	Viridiplantae	247		0	FALSE	0
Q60700	Mus musculus	Metazoa	888		0	FALSE	4
Q9ERS2	Mus musculus	Metazoa	144		0	TRUE	1
P84996	Homo sapiens	Metazoa	626		0	FALSE	3
Q9NUU6	Homo sapiens	Metazoa	356		0	FALSE	1
Q5EGY4	Rattus norvegicus	Metazoa	198		0	FALSE	2
P28007	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	205		0	FALSE	4
Q7RZ62	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	347		0	FALSE	3
Q9QWV4	Mus musculus	Metazoa	267		0	FALSE	1
Q94230	Caenorhabditis elegans	Metazoa	226		0	FALSE	0
Q96JB3	Homo sapiens	Metazoa	615		0	FALSE	4
Q62264	Mus musculus	Metazoa	150		0	FALSE	4
Q3E6R5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	114		0	TRUE	0
Q9SR43	Arabidopsis thaliana	Viridiplantae	329		0	FALSE	1
Q6S5L8	Homo sapiens	Metazoa	630		0	FALSE	2
D0VWM8	Caenorhabditis elegans	Metazoa	414		0	FALSE	1
P38169	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	460		0	FALSE	4
Q9Y2D8	Homo sapiens	Metazoa	614		0	FALSE	4
Q9R1P0	Mus musculus	Metazoa	261		0	FALSE	3
Q8IWY9	Homo sapiens	Metazoa	1227		0	FALSE	1
Q9UUA8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	120		0	FALSE	1
Q9ESJ1	Mus musculus	Metazoa	568		0	FALSE	0
Q9SZH4	Arabidopsis thaliana	Viridiplantae	495		0	FALSE	3
P32800	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	271		0	TRUE	4
Q5SSJ5	Homo sapiens	Metazoa	553		0	FALSE	1
Q9BWF2	Homo sapiens	Metazoa	469		0	FALSE	1
Q86TS9	Homo sapiens	Metazoa	123		0	FALSE	4
P41832	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1953		0	FALSE	3
P46995	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	733		0	FALSE	1
Q9Y253	Homo sapiens	Metazoa	713		0	FALSE	4
Q8ND71	Homo sapiens	Metazoa	665		0	FALSE	1
Q9SGH4	Arabidopsis thaliana	Viridiplantae	220		0	FALSE	2
O94864	Homo sapiens	Metazoa	414		0	FALSE	0
O43013	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	533		0	FALSE	0
Q9JJK4	Rattus norvegicus	Metazoa	372		0	TRUE	0
Q2HXU8	Homo sapiens	Metazoa	276		0	TRUE	4
Q9NPI6	Homo sapiens	Metazoa	582		0	FALSE	3
Q12734	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1121		0	FALSE	0
Q9WVE0	Mus musculus	Metazoa	198		0	FALSE	0
Q8GUK1	Arabidopsis thaliana	Viridiplantae	602		0	FALSE	0
P39985	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1022		0	FALSE	0
F1NPG5	Gallus gallus	Metazoa	639		0	FALSE	0
Q92374	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	104		0	FALSE	1
P40513	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	266		0	FALSE	0
Q43715	Pisum sativum	Viridiplantae	809		0	FALSE	0
Q01613	Xenopus laevis	Metazoa	1420		0	FALSE	3
Q04996	Arabidopsis thaliana	Viridiplantae	723		0	FALSE	3
Q9DA19	Mus musculus	Metazoa	450		0	FALSE	1
Q9UPV0	Homo sapiens	Metazoa	1460		0	FALSE	4
Q8VC04	Mus musculus	Metazoa	261		0	FALSE	2
Q96NE9	Homo sapiens	Metazoa	622		0	FALSE	2
O14311	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	307		0	FALSE	1
Q6K678	Oryza sativa subsp. japonica	Viridiplantae	210		0	FALSE	2
Q8IE47	Plasmodium falciparum (isolate 3D7)	Other	273		0	FALSE	3
Q7KMJ6	Drosophila melanogaster	Metazoa	793		0	FALSE	2
Q3T040	Bos taurus	Metazoa	242		0	FALSE	0
O88844	Mus musculus	Metazoa	414		0	FALSE	4
Q9BPX3	Homo sapiens	Metazoa	1015		0	FALSE	3
Q8WWC4	Homo sapiens	Metazoa	291		0	FALSE	2
Q38998	Arabidopsis thaliana	Viridiplantae	857		0	TRUE	4
Q91XU0	Mus musculus	Metazoa	660		0	FALSE	2
P53598	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	329		0	FALSE	0
Q96B23	Homo sapiens	Metazoa	404		0	FALSE	3
Q9V7P1	Drosophila melanogaster	Metazoa	506		0	FALSE	4
Q99836	Homo sapiens	Metazoa	296		0	FALSE	2
A0A0U2UYC4	Mycosarcoma maydis	Fungi	493		0	FALSE	3
Q6XUX1	Mus musculus	Metazoa	927		0	FALSE	4
Q96WW3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	117		0	FALSE	0
Q9FX53	Arabidopsis thaliana	Viridiplantae	406		0	FALSE	2
O74387	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	287		0	FALSE	1
O95359	Homo sapiens	Metazoa	2948		0	FALSE	2
P50535	Drosophila melanogaster	Metazoa	1039		0	FALSE	3
Q96QP1	Homo sapiens	Metazoa	1244		0	FALSE	0
Q9S814	Arabidopsis thaliana	Viridiplantae	1294		0	TRUE	4
Q9H583	Homo sapiens	Metazoa	2144		0	FALSE	1
Q9BXL8	Homo sapiens	Metazoa	241		0	FALSE	3
Q06616	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	221		0	FALSE	0
Q6PJF5	Homo sapiens	Metazoa	856		0	FALSE	0
P82670	Bos taurus	Metazoa	201		0	FALSE	1
Q9CQ69	Mus musculus	Metazoa	82		0	TRUE	4
P82412	Spinacia oleracea	Viridiplantae	179		0	FALSE	4
Q8BM47	Mus musculus	Metazoa	761		0	FALSE	1
L7N1X6	Mus musculus	Metazoa	466		0	FALSE	3
Q9Y2I9	Homo sapiens	Metazoa	924		0	FALSE	0
Q8L6Z4	Arabidopsis thaliana	Viridiplantae	430		0	FALSE	4
P35869	Homo sapiens	Metazoa	848		0	FALSE	1
P39522	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	585		0	FALSE	1
Q7RWZ7	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	201		0	FALSE	3
F6VAN0	Mus musculus	Metazoa	656		0	FALSE	0
O35473	Mus musculus	Metazoa	141		0	FALSE	2
Q08509	Mus musculus	Metazoa	821		0	FALSE	3
P47141	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	266		0	FALSE	4
Q9Z1N1	Rattus norvegicus	Metazoa	339		0	FALSE	0
Q03824	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	705		0	FALSE	2
Q6PB70	Mus musculus	Metazoa	1060		0	FALSE	0
Q2M2T7	Bos taurus	Metazoa	167		0	FALSE	4
Q86US8	Homo sapiens	Metazoa	1419		0	FALSE	4
Q10271	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	321		0	FALSE	4
Q969V5	Homo sapiens	Metazoa	352		0	TRUE	2
Q5T9L3	Homo sapiens	Metazoa	541		0	TRUE	3
P10518	Mus musculus	Metazoa	330		0	FALSE	4
Q8WZ33	Homo sapiens	Metazoa	124		0	FALSE	2
P82924	Bos taurus	Metazoa	435		0	FALSE	4
Q9LJ97	Arabidopsis thaliana	Viridiplantae	262		0	FALSE	3
Q7Y220	Arabidopsis thaliana	Viridiplantae	649		0	FALSE	0
Q940U6	Arabidopsis thaliana	Viridiplantae	316		0	FALSE	0
A0A078CGE6	Brassica napus	Viridiplantae	1299		0	FALSE	3
Q07913	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	336		0	FALSE	0
Q9LF24	Arabidopsis thaliana	Viridiplantae	927		0	FALSE	1
Q80TT2	Mus musculus	Metazoa	1150		0	FALSE	3
Q811I0	Mus musculus	Metazoa	324		0	FALSE	0
Q9GZP8	Homo sapiens	Metazoa	106		0	FALSE	1
Q8R3K3	Mus musculus	Metazoa	381		0	FALSE	0
Q67Y99	Arabidopsis thaliana	Viridiplantae	330		0	FALSE	2
Q86MA2	Trypanosoma brucei brucei	Other	743		0	FALSE	1
Q86WR0	Homo sapiens	Metazoa	208		0	TRUE	0
Q23696	Crithidia fasciculata	Other	467		0	FALSE	4
Q9NX04	Homo sapiens	Metazoa	203		0	FALSE	1
Q8R1I1	Mus musculus	Metazoa	64		0	TRUE	2
P90551	Leishmania mexicana	Other	366		0	FALSE	0
Q9VW27	Drosophila melanogaster	Metazoa	717		0	FALSE	3
O60936	Homo sapiens	Metazoa	208		0	FALSE	4
Q3TH73	Mus musculus	Metazoa	532		0	TRUE	3
H2L0N8	Caenorhabditis elegans	Metazoa	370		0	FALSE	4
Q8LLD0	Arabidopsis thaliana	Viridiplantae	1046		0	FALSE	0
Q9FNC9	Arabidopsis thaliana	Viridiplantae	99		0	TRUE	4
Q3ZBI7	Bos taurus	Metazoa	58		0	TRUE	1
Q9NZ42	Homo sapiens	Metazoa	101		0	TRUE	4
P91082	Caenorhabditis elegans	Metazoa	317		0	FALSE	4
P22907	Mus musculus	Metazoa	361		0	FALSE	1
Q7TS55	Mus musculus	Metazoa	173		0	TRUE	4
E5FYH0	Ovis aries	Metazoa	1599		0	FALSE	4
Q8VXP3	Chlamydomonas reinhardtii	Viridiplantae	1115		0	FALSE	2
P31539	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	908		0	FALSE	2
Q22557	Caenorhabditis elegans	Metazoa	368		0	FALSE	3
P49754	Homo sapiens	Metazoa	854		0	FALSE	1
Q32065	Chlamydomonas reinhardtii	Viridiplantae	2971		0	FALSE	2
Q9Y7X6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	684		0	FALSE	2
Q6Z1Z3	Oryza sativa subsp. japonica	Viridiplantae	362		0	FALSE	1
Q8GTS1	Arabidopsis thaliana	Viridiplantae	227		0	FALSE	3
Q80ZG2	Rattus norvegicus	Metazoa	678		0	FALSE	4
O60284	Homo sapiens	Metazoa	1047		0	FALSE	2
Q9NUL7	Homo sapiens	Metazoa	540		0	FALSE	3
Q9NVV9	Homo sapiens	Metazoa	213		0	FALSE	3
O43290	Homo sapiens	Metazoa	800		0	FALSE	2
Q6FN94	Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138)	Fungi	499		0	FALSE	3
P21374	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	235		0	FALSE	1
O74944	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	547		0	FALSE	1
Q9VAS7	Drosophila melanogaster	Metazoa	395		0	TRUE	3
P32504	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	956		0	FALSE	4
P53877	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	555		0	FALSE	4
Q03323	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	175		0	FALSE	3
Q9NQ31	Homo sapiens	Metazoa	210		0	FALSE	3
P25586	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	316		0	FALSE	0
